,CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,GeoID
11317,Brazil,BRA,Maranhao,BR_MA,STATE_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195221.0,4344.0,,,,,,,,,,,Brazil / Maranhao
11318,Brazil,BRA,Maranhao,BR_MA,STATE_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Maranhao
11639,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382882.0,9507.0,,,,,,,,,,,Brazil / Minas Gerais
11640,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385427.0,9531.0,,,,,,,,,,,Brazil / Minas Gerais
11641,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387751.0,9605.0,,,,,,,,,,,Brazil / Minas Gerais
11642,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390337.0,9648.0,,,,,,,,,,,Brazil / Minas Gerais
11643,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393110.0,9688.0,,,,,,,,,,,Brazil / Minas Gerais
11644,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Minas Gerais
11645,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396933.0,9777.0,,,,,,,,,,,Brazil / Minas Gerais
11646,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Minas Gerais
11647,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398014.0,9794.0,,,,,,,,,,,Brazil / Minas Gerais
11648,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403542.0,9858.0,,,,,,,,,,,Brazil / Minas Gerais
11649,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-26,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,406880.0,9904.0,,,,,,,,,,,Brazil / Minas Gerais
11650,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-27,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Minas Gerais
11651,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-28,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,412996.0,9990.0,,,,,,,,,,,Brazil / Minas Gerais
11652,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-29,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,415247.0,10031.0,,,,,,,,,,,Brazil / Minas Gerais
11653,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-11-30,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,416335.0,10041.0,,,,,,,,,,,Brazil / Minas Gerais
11654,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419655.0,10051.0,,,,,,,,,,,Brazil / Minas Gerais
11655,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424155.0,10121.0,,,,,,,,,,,Brazil / Minas Gerais
11656,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428790.0,10187.0,,,,,,,,,,,Brazil / Minas Gerais
11657,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433081.0,10227.0,,,,,,,,,,,Brazil / Minas Gerais
11658,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438304.0,10283.0,,,,,,,,,,,Brazil / Minas Gerais
11659,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441315.0,10336.0,,,,,,,,,,,Brazil / Minas Gerais
11660,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442186.0,10341.0,,,,,,,,,,,Brazil / Minas Gerais
11661,Brazil,BRA,Minas Gerais,BR_MG,STATE_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Minas Gerais
11982,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-16,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,87935.0,1690.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11983,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-17,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,88965.0,1697.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11984,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-18,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,89654.0,1699.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11985,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-19,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,90229.0,1705.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11986,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-20,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,90765.0,1713.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11987,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-21,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso do Sul
11988,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-22,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,92467.0,1722.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11989,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-23,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso do Sul
11990,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-24,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,92970.0,1727.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11991,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-25,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,94652.0,1742.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11992,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-26,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,95193.0,1748.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11993,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso do Sul
11994,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97605.0,1757.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11995,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98363.0,1766.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11996,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99061.0,1769.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11997,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100151.0,1780.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11998,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101102.0,1793.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
11999,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102236.0,1804.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
12000,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103433.0,1818.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
12001,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104727.0,1827.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
12002,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105223.0,1833.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
12003,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105246.0,1841.0,,,,,,,,,,,Brazil / Mato Grosso do Sul
12004,Brazil,BRA,Mato Grosso do Sul,BR_MS,STATE_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso do Sul
12325,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-16,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,151582.0,3986.0,,,,,,,,,,,Brazil / Mato Grosso
12326,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-17,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,152674.0,4001.0,,,,,,,,,,,Brazil / Mato Grosso
12327,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-18,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,152968.0,4009.0,,,,,,,,,,,Brazil / Mato Grosso
12328,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-19,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,153554.0,4016.0,,,,,,,,,,,Brazil / Mato Grosso
12329,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-20,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,153800.0,4025.0,,,,,,,,,,,Brazil / Mato Grosso
12330,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-21,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso
12331,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-22,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,154126.0,4033.0,,,,,,,,,,,Brazil / Mato Grosso
12332,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-23,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso
12333,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-24,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,154652.0,4041.0,,,,,,,,,,,Brazil / Mato Grosso
12334,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-25,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,156128.0,4055.0,,,,,,,,,,,Brazil / Mato Grosso
12335,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-26,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,156712.0,4060.0,,,,,,,,,,,Brazil / Mato Grosso
12336,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-27,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso
12337,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-28,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,157500.0,4071.0,,,,,,,,,,,Brazil / Mato Grosso
12338,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-29,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,157599.0,4078.0,,,,,,,,,,,Brazil / Mato Grosso
12339,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-11-30,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,158133.0,4085.0,,,,,,,,,,,Brazil / Mato Grosso
12340,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158903.0,4096.0,,,,,,,,,,,Brazil / Mato Grosso
12341,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159714.0,4105.0,,,,,,,,,,,Brazil / Mato Grosso
12342,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160284.0,4108.0,,,,,,,,,,,Brazil / Mato Grosso
12343,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160967.0,4123.0,,,,,,,,,,,Brazil / Mato Grosso
12344,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161351.0,4130.0,,,,,,,,,,,Brazil / Mato Grosso
12345,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161554.0,4135.0,,,,,,,,,,,Brazil / Mato Grosso
12346,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162162.0,4147.0,,,,,,,,,,,Brazil / Mato Grosso
12347,Brazil,BRA,Mato Grosso,BR_MT,STATE_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Mato Grosso
12668,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261788.0,6827.0,,,,,,,,,,,Brazil / Para
12669,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262345.0,6838.0,,,,,,,,,,,Brazil / Para
12670,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263155.0,6844.0,,,,,,,,,,,Brazil / Para
12671,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263935.0,6851.0,,,,,,,,,,,Brazil / Para
12672,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264810.0,6855.0,,,,,,,,,,,Brazil / Para
12673,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Para
12674,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266008.0,6865.0,,,,,,,,,,,Brazil / Para
12675,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Para
12676,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266273.0,6871.0,,,,,,,,,,,Brazil / Para
12677,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267700.0,6880.0,,,,,,,,,,,Brazil / Para
12678,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268524.0,6884.0,,,,,,,,,,,Brazil / Para
12679,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Para
12680,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269870.0,6901.0,,,,,,,,,,,Brazil / Para
12681,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270368.0,6907.0,,,,,,,,,,,Brazil / Para
12682,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270548.0,6915.0,,,,,,,,,,,Brazil / Para
12683,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271228.0,6918.0,,,,,,,,,,,Brazil / Para
12684,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272125.0,6927.0,,,,,,,,,,,Brazil / Para
12685,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273126.0,6933.0,,,,,,,,,,,Brazil / Para
12686,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273753.0,6939.0,,,,,,,,,,,Brazil / Para
12687,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274545.0,6944.0,,,,,,,,,,,Brazil / Para
12688,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275049.0,6950.0,,,,,,,,,,,Brazil / Para
12689,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275551.0,6954.0,,,,,,,,,,,Brazil / Para
12690,Brazil,BRA,Para,BR_PA,STATE_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Para
13011,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138546.0,3204.0,,,,,,,,,,,Brazil / Paraiba
13012,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139776.0,3216.0,,,,,,,,,,,Brazil / Paraiba
13013,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140355.0,3223.0,,,,,,,,,,,Brazil / Paraiba
13014,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140982.0,3232.0,,,,,,,,,,,Brazil / Paraiba
13015,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141615.0,3236.0,,,,,,,,,,,Brazil / Paraiba
13016,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Paraiba
13017,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142457.0,3248.0,,,,,,,,,,,Brazil / Paraiba
13018,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Paraiba
13019,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142588.0,3256.0,,,,,,,,,,,Brazil / Paraiba
13020,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143615.0,3268.0,,,,,,,,,,,Brazil / Paraiba
13021,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144378.0,3276.0,,,,,,,,,,,Brazil / Paraiba
13022,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Paraiba
13023,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145110.0,3288.0,,,,,,,,,,,Brazil / Paraiba
13024,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145212.0,3292.0,,,,,,,,,,,Brazil / Paraiba
13025,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145253.0,3295.0,,,,,,,,,,,Brazil / Paraiba
13026,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145794.0,3305.0,,,,,,,,,,,Brazil / Paraiba
13027,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146528.0,3316.0,,,,,,,,,,,Brazil / Paraiba
13028,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147274.0,3326.0,,,,,,,,,,,Brazil / Paraiba
13029,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148003.0,3338.0,,,,,,,,,,,Brazil / Paraiba
13030,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148712.0,3345.0,,,,,,,,,,,Brazil / Paraiba
13031,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149385.0,3359.0,,,,,,,,,,,Brazil / Paraiba
13032,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149989.0,3367.0,,,,,,,,,,,Brazil / Paraiba
13033,Brazil,BRA,Paraiba,BR_PB,STATE_TOTAL,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Paraiba
13354,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-16,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,170860.0,8827.0,,,,,,,,,,,Brazil / Pernambuco
13355,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-17,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,171890.0,8854.0,,,,,,,,,,,Brazil / Pernambuco
13356,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-18,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,172716.0,8873.0,,,,,,,,,,,Brazil / Pernambuco
13357,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-19,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,173624.0,8890.0,,,,,,,,,,,Brazil / Pernambuco
13358,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-20,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,174312.0,8899.0,,,,,,,,,,,Brazil / Pernambuco
13359,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Pernambuco
13360,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175730.0,8923.0,,,,,,,,,,,Brazil / Pernambuco
13361,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil / Pernambuco
13362,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176158.0,8926.0,,,,,,,,,,,Brazil / Pernambuco
13363,Brazil,BRA,Pernambuco,BR_PE,STATE_TOTAL,2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178086.0,8971.0,,,,,,,,,,,Brazil / Pernambuco
