CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
Brunei,,2020-11-28,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-11-29,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-11-30,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-12-01,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-12-02,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-12-03,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-12-04,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-12-05,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-12-06,1,1,1,2,0,0,0,2,2,3,2,2
Brunei,,2020-12-07,,,,,,,,,,,,
Bhutan,,2020-11-16,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-17,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-18,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-19,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-20,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-21,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-22,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-23,2,2,2,3,0,2,2,1,2,2,2,4
Bhutan,,2020-11-24,,,,,,,,,,,,
Bhutan,,2020-11-25,,,,,,,,,,,,
Bhutan,,2020-11-26,,,,,,,,,,,,
Bhutan,,2020-11-27,,,,,,,,,,,,
Bhutan,,2020-11-28,,,,,,,,,,,,
Bhutan,,2020-11-29,,,,,,,,,,,,
Bhutan,,2020-11-30,,,,,,,,,,,,
Bhutan,,2020-12-01,,,,,,,,,,,,
Bhutan,,2020-12-02,,,,,,,,,,,,
Bhutan,,2020-12-03,,,,,,,,,,,,
Bhutan,,2020-12-04,,,,,,,,,,,,
Bhutan,,2020-12-05,,,,,,,,,,,,
Bhutan,,2020-12-06,,,,,,,,,,,,
Bhutan,,2020-12-07,,,,,,,,,,,,
Botswana,,2020-11-16,1,2,1,3,0,1,1,4,2,2,2,4
Botswana,,2020-11-17,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-18,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-19,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-20,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-21,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-22,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-23,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-24,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-25,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-26,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-27,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-28,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-29,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-11-30,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-12-01,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-12-02,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-12-03,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-12-04,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-12-05,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-12-06,1,2,1,3,0,1,1,2,2,2,2,4
Botswana,,2020-12-07,,,,,,,,,,,,
Central African Republic,,2020-11-16,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-17,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-18,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-19,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-20,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-21,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-22,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-23,0,1,0,0,0,1,0,2,2,1,2,3
Central African Republic,,2020-11-24,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-11-25,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-11-26,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-11-27,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-11-28,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-11-29,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-11-30,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-12-01,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-12-02,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-12-03,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-12-04,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-12-05,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-12-06,0,1,0,0,0,0,0,2,2,1,1,3
Central African Republic,,2020-12-07,,,,,,,,,,,,
Canada,,2020-11-16,2,2,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-17,2,2,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-18,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-19,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-20,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-21,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-22,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-23,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-24,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-25,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-26,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-27,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-28,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-29,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-11-30,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-12-01,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-12-02,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-12-03,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-12-04,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-12-05,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-12-06,2,3,2,4,0,1,2,3,2,3,2,3
Canada,,2020-12-07,2,3,2,4,0,1,2,3,2,3,2,3
Switzerland,,2020-11-16,2,3,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-17,2,3,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-18,2,3,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-19,2,3,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-20,2,3,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-21,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-22,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-23,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-24,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-25,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-26,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-27,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-28,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-29,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-11-30,2,2,2,3,0,1,0,3,2,2,2,3
Switzerland,,2020-12-01,2,2,2,,,1,,,2,2,2,3
Switzerland,,2020-12-02,2,2,2,,,1,,,2,2,2,3
Switzerland,,2020-12-03,2,2,2,,,1,,,2,2,2,3
Switzerland,,2020-12-04,2,2,2,,,1,,,2,2,2,3
Switzerland,,2020-12-05,2,2,2,,,1,,,2,2,2,3
Switzerland,,2020-12-06,2,2,2,,,1,,,2,2,2,3
Switzerland,,2020-12-07,2,2,2,,,1,,,2,2,2,3
Chile,,2020-11-16,3,3,2,4,1,3,2,4,2,2,2,2
Chile,,2020-11-17,3,3,2,4,1,3,2,4,2,3,2,2
Chile,,2020-11-18,3,3,2,4,1,3,2,4,2,3,2,2
Chile,,2020-11-19,3,3,2,4,1,3,2,4,2,3,2,2
Chile,,2020-11-20,3,3,2,4,1,3,2,4,2,3,2,2
Chile,,2020-11-21,3,3,2,4,1,3,2,4,2,3,2,2
Chile,,2020-11-22,3,3,2,4,1,3,2,4,2,3,2,2
Chile,,2020-11-23,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-11-24,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-11-25,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-11-26,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-11-27,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-11-28,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-11-29,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-11-30,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-12-01,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-12-02,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-12-03,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-12-04,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-12-05,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-12-06,3,3,2,4,1,3,2,2,2,3,2,2
Chile,,2020-12-07,3,3,2,4,1,3,2,2,2,3,2,2
China,,2020-11-16,1,2,2,4,1,2,2,3,2,3,2,4
China,,2020-11-17,1,2,2,4,1,2,2,3,2,3,2,4
China,,2020-11-18,1,2,2,4,1,2,2,3,2,3,2,4
China,,2020-11-19,1,2,2,4,1,2,2,3,2,3,2,4
China,,2020-11-20,3,3,2,4,1,3,2,3,2,3,2,4
China,,2020-11-21,3,3,2,4,1,3,2,3,2,3,2,4
China,,2020-11-22,3,3,2,4,1,3,2,3,2,3,2,4
China,,2020-11-23,3,3,2,4,1,3,2,3,2,3,2,4
China,,2020-11-24,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-11-25,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-11-26,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-11-27,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-11-28,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-11-29,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-11-30,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-12-01,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-12-02,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-12-03,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-12-04,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-12-05,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-12-06,3,3,2,4,2,3,2,3,2,3,2,4
China,,2020-12-07,3,3,2,4,2,3,2,3,2,3,2,4
Cote d'Ivoire,,2020-11-16,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-17,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-18,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-19,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-20,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-21,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-22,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-23,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-24,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-25,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-26,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-27,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-28,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-29,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-11-30,1,0,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-12-01,1,,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-12-02,1,,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-12-03,1,,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-12-04,1,,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-12-05,1,,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-12-06,1,,1,0,0,1,0,1,2,2,2,3
Cote d'Ivoire,,2020-12-07,1,,1,0,0,1,0,1,2,2,2,3
Cameroon,,2020-11-16,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-17,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-18,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-19,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-20,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-21,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-22,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-23,1,0,2,3,0,0,1,2,2,2,1,3
Cameroon,,2020-11-24,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-11-25,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-11-26,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-11-27,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-11-28,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-11-29,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-11-30,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-12-01,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-12-02,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-12-03,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-12-04,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-12-05,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-12-06,1,0,1,3,0,0,0,1,2,2,0,3
Cameroon,,2020-12-07,,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-16,1,1,0,0,0,0,0,2,2,1,1,3
Democratic Republic of Congo,,2020-11-17,1,1,0,0,0,0,0,2,2,1,1,3
Democratic Republic of Congo,,2020-11-18,1,1,0,0,0,0,0,2,2,1,1,3
Democratic Republic of Congo,,2020-11-19,1,1,0,0,0,0,0,2,2,1,1,3
Democratic Republic of Congo,,2020-11-20,1,1,0,0,0,0,0,2,2,1,1,3
Democratic Republic of Congo,,2020-11-21,1,1,0,0,0,0,0,2,2,1,1,3
Democratic Republic of Congo,,2020-11-22,1,1,0,0,0,0,0,2,2,1,1,3
Democratic Republic of Congo,,2020-11-23,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-24,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-25,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-26,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-27,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-28,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-29,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-11-30,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-12-01,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-12-02,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-12-03,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-12-04,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-12-05,1,,,,,,,,,,,
Democratic Republic of Congo,,2020-12-06,,,,,,,,,,,,
Democratic Republic of Congo,,2020-12-07,,,,,,,,,,,,
Congo,,2020-11-16,1,2,1,3,0,2,0,1,2,1,1,3
Congo,,2020-11-17,1,2,1,3,0,2,0,1,2,1,1,3
Congo,,2020-11-18,1,2,1,3,0,2,0,1,2,1,1,3
Congo,,2020-11-19,1,2,1,3,0,2,0,1,2,1,1,3
Congo,,2020-11-20,1,2,1,3,0,2,0,1,2,1,1,3
Congo,,2020-11-21,1,2,1,3,0,2,0,1,2,1,1,3
Congo,,2020-11-22,1,2,1,3,0,2,0,1,2,1,1,3
Congo,,2020-11-23,1,1,1,3,0,2,0,2,2,1,1,3
Congo,,2020-11-24,1,1,1,3,0,2,0,2,2,1,1,3
Congo,,2020-11-25,1,1,1,3,0,2,0,2,2,1,1,3
Congo,,2020-11-26,1,1,1,3,0,2,0,2,2,1,1,3
Congo,,2020-11-27,1,1,1,3,0,2,0,2,2,1,1,3
Congo,,2020-11-28,1,1,1,3,0,2,0,2,2,1,1,3
Congo,,2020-11-29,1,1,1,3,0,2,0,2,2,1,1,3
Congo,,2020-11-30,1,1,1,3,0,2,0,2,2,1,0,3
Congo,,2020-12-01,1,1,1,3,0,2,0,2,2,1,0,3
Congo,,2020-12-02,1,1,1,3,0,2,0,2,2,1,0,3
Congo,,2020-12-03,1,1,1,3,0,2,0,2,2,1,0,3
Congo,,2020-12-04,1,1,1,3,0,2,0,2,2,1,0,3
Congo,,2020-12-05,1,1,1,3,0,2,0,2,2,1,0,3
Congo,,2020-12-06,1,1,1,3,0,2,0,2,2,1,0,3
Congo,,2020-12-07,,,,,,,,,,,,
Colombia,,2020-11-16,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-17,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-18,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-19,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-20,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-21,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-22,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-23,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-24,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-25,3,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-26,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-27,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-28,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-29,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-11-30,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-12-01,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-12-02,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-12-03,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-12-04,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-12-05,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-12-06,2,1,1,3,1,1,1,4,2,2,2,1
Colombia,,2020-12-07,,,,,,,,,,,,
Comoros,,2020-11-16,,,,,,,,,,,,
Comoros,,2020-11-17,,,,,,,,,,,,
Comoros,,2020-11-18,,,,,,,,,,,,
Comoros,,2020-11-19,,,,,,,,,,,,
Comoros,,2020-11-20,,,,,,,,,,,,
Comoros,,2020-11-21,,,,,,,,,,,,
Comoros,,2020-11-22,,,,,,,,,,,,
Comoros,,2020-11-23,,,,,,,,,,,,
Comoros,,2020-11-24,,,,,,,,,,,,
Comoros,,2020-11-25,,,,,,,,,,,,
Comoros,,2020-11-26,,,,,,,,,,,,
Comoros,,2020-11-27,,,,,,,,,,,,
Comoros,,2020-11-28,,,,,,,,,,,,
Comoros,,2020-11-29,,,,,,,,,,,,
Comoros,,2020-11-30,,,,,,,,,,,,
Comoros,,2020-12-01,,,,,,,,,,,,
Comoros,,2020-12-02,,,,,,,,,,,,
Comoros,,2020-12-03,,,,,,,,,,,,
Comoros,,2020-12-04,,,,,,,,,,,,
Comoros,,2020-12-05,,,,,,,,,,,,
Comoros,,2020-12-06,,,,,,,,,,,,
Comoros,,2020-12-07,,,,,,,,,,,,
Cape Verde,,2020-11-16,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-17,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-18,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-19,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-20,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-21,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-22,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-23,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-24,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-25,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-26,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-27,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-28,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-29,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-11-30,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-12-01,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-12-02,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-12-03,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-12-04,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-12-05,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-12-06,3,3,2,4,0,1,2,1,2,3,2,4
Cape Verde,,2020-12-07,,,,,,,,,,,,
Costa Rica,,2020-11-16,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-17,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-18,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-19,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-20,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-21,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-22,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-23,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-24,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-25,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-26,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-27,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-28,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-29,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-11-30,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-12-01,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-12-02,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-12-03,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-12-04,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-12-05,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-12-06,3,2,2,3,0,1,0,1,2,1,1,3
Costa Rica,,2020-12-07,,,,,,,,,,,,
Cuba,,2020-11-16,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-17,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-18,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-19,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-20,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-21,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-22,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-23,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-24,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-25,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-26,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-27,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-28,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-29,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-11-30,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-12-01,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-12-02,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-12-03,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-12-04,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-12-05,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-12-06,1,2,2,4,1,0,2,1,2,1,2,3
Cuba,,2020-12-07,,,,,,,,,,,,
Cyprus,,2020-11-16,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-17,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-18,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-19,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-20,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-21,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-22,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-23,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-24,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-25,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-26,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-27,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-28,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-29,1,2,2,4,1,2,2,3,2,3,2,3
Cyprus,,2020-11-30,1,2,2,4,1,2,0,3,2,3,2,3
Cyprus,,2020-12-01,1,2,2,4,1,2,0,3,2,3,2,3
Cyprus,,2020-12-02,1,2,2,4,1,2,0,3,2,3,2,3
Cyprus,,2020-12-03,,,,,,,,,,,,
Cyprus,,2020-12-04,,,,,,,,,,,,
Cyprus,,2020-12-05,,,,,,,,,,,,
Cyprus,,2020-12-06,,,,,,,,,,,,
Cyprus,,2020-12-07,,,,,,,,,,,,
Czech Republic,,2020-11-16,3,2,1,4,0,2,2,3,2,2,2,3
Czech Republic,,2020-11-17,3,2,1,4,0,2,2,3,2,2,2,3
